,like_scaled,tag_top_sum
176,0.2019031141868512,4.0
177,0.0188581314878892,22.0
178,0.4662629757785467,1.0
179,0.0532871972318339,33.0
180,0.1811418685121107,1.0
181,0.0351211072664359,28.0
182,0.0339100346020761,7.0
183,0.0366782006920415,27.0
184,0.1013840830449827,9.0
185,0.0904844290657439,1.0
186,0.0735294117647058,9.0
187,0.0190311418685121,2.0
188,0.0712802768166089,2.0
189,0.0377162629757785,4.0
190,0.0816608996539792,6.0
191,0.0749134948096885,0.0
192,0.0359861591695501,29.0
193,0.0499999999999999,9.0
194,0.0387543252595155,1.0
195,0.028719723183391,0.0
196,0.0205882352941176,7.0
197,0.0837370242214532,31.0
198,0.0259515570934256,8.0
199,0.0202422145328719,6.0
200,0.0448096885813148,
201,0.0209342560553633,
202,0.0626297577854671,20.0
203,0.1487889273356401,4.0
204,0.0164359861591695,6.0
205,0.0242214532871972,6.0
206,0.0363321799307958,29.0
207,0.0237024221453287,4.0
208,0.0192041522491349,3.0
209,0.0259515570934256,
210,0.0441176470588235,28.0
211,0.022318339100346,1.0
212,0.0198961937716262,29.0
213,0.0171280276816609,
214,0.0193771626297577,2.0
215,0.0311418685121107,13.0
